黑龙江省,哈尔滨市,黑龙江省,双江拉祜族佤族布朗族傣族自治县,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,,,
吉林省,黑河市,黑龙江省,积石山保安族东乡族撒拉族自治县,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,,,
辽宁省,伊春市,黑龙江省,镇沅彝族哈尼族拉祜族自治县,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县,,,
北京市,齐齐哈尔市,黑龙江省,元江哈尼族彝族傣族自治县,云南省,玉溪市,元江哈尼族彝族傣族自治县,,,
天津,鹤岗市,黑龙江省,孟连傣族拉祜族佤族自治县,云南省,普洱市,孟连傣族拉祜族佤族自治县,,,
河北省,佳木斯市,黑龙江省,威宁彝族回族苗族自治县,贵州省,毕节地区,威宁彝族回族苗族自治县,,,
山西省,双鸭山市,黑龙江省,前郭尔罗斯蒙古族自治县,吉林省,松原市,前郭尔罗斯蒙古族自治县,,,
内蒙古自治区,绥化市,黑龙江省,莫力达瓦达斡尔族自治旗,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,,,
江苏省,大庆市,黑龙江省,喀喇沁左翼蒙古族自治县,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,,,
浙江省,七台河市,黑龙江省,金平苗族瑶族傣族自治县,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,,,
安徽省,鸡西市,黑龙江省,紫云苗族布依族自治县,贵州省,安顺市,紫云苗族布依族自治县,,,
福建省,牡丹江市,黑龙江省,镇宁布依族苗族自治县,贵州省,安顺市,镇宁布依族苗族自治县,,,
江西省,绥芬河市,黑龙江省,酉阳土家族苗族自治县,重庆,重庆市,酉阳土家族苗族自治县,,,
山东省,长春市,吉林省,酉阳土家族苗族自治县,四川省,成都市,酉阳土家族苗族自治县,,,
台湾,白城市,吉林省,印江土家族苗族自治县,贵州省,铜仁地区,印江土家族苗族自治县,,,
河南省,松原市,吉林省,秀山土家族苗族自治县,重庆,重庆市,秀山土家族苗族自治县,,,
湖北省,吉林市,吉林省,务川仡佬族苗族自治县,贵州省,遵义市,务川仡佬族苗族自治县,,,
湖南省,四平市,吉林省,围场满族蒙古族自治县,河北省,承德市,围场满族蒙古族自治县,,,
广东省,辽源市,吉林省,彭水苗族土家族自治县,重庆,重庆市,彭水苗族土家族自治县,,,
广西壮族自治区,白山市,吉林省,宁洱哈尼族彝族自治县,云南省,普洱市,宁洱哈尼族彝族自治县,,,
海南省,通化市,吉林省,兰坪白族普米族自治县,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,,,
四川省,延边朝鲜族自治州,吉林省,江城哈尼族彝族自治县,云南省,普洱市,江城哈尼族彝族自治县,,,
重庆市,沈阳市,辽宁省,和布克赛尔蒙古自治县,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,,,
贵州省,铁岭市,辽宁省,关岭布依族苗族自治县,贵州省,安顺市,关岭布依族苗族自治县,,,
云南省,阜新市,辽宁省,贡山独龙族怒族自治县,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,,,
西藏自治区,抚顺市,辽宁省,杜尔伯特蒙古族自治县,黑龙江省,大庆市,杜尔伯特蒙古族自治县,,,
陕西省,本溪市,辽宁省,道真仡佬族苗族自治县,贵州省,遵义市,道真仡佬族苗族自治县,,,
甘肃省,辽阳市,辽宁省,阿克塞哈萨克族自治县,甘肃省,酒泉市,阿克塞哈萨克族自治县,,,
青海省,马鞍山市,安徽省,郑州经济技术开发区,河南省,郑州市,郑州经济技术开发区,,,
宁夏回族自治区,鞍山市,辽宁省,寻甸回族彝族自治县,云南省,昆明市,寻甸回族彝族自治县,,,
新疆维吾尔自治区,盘锦市,辽宁省,新平彝族傣族自治县,云南省,玉溪市,新平彝族傣族自治县,,,
上海,锦州市,辽宁省,巍山彝族回族自治县,云南省,大理白族自治州,巍山彝族回族自治县,,,
香港,葫芦岛市,辽宁省,琼中黎族苗族自治县,海南省,琼中黎族苗族自治县,琼中黎族苗族自治县,,,
澳门,营口市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,丹东市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,大连市,辽宁省,禄劝彝族苗族自治县,云南省,昆明市,禄劝彝族苗族自治县,,,
,北京市,北京,连山壮族瑶族自治县,广东省,清远市,连山壮族瑶族自治县,,,
,天津市,天津,靖州苗族侗族自治县,湖南省,怀化市,靖州苗族侗族自治县,,,
,石家庄市,河北省,景谷傣族彝族自治县,云南省,普洱市,景谷傣族彝族自治县,,,
,张家口市,河北省,耿马傣族佤族自治县,云南省,临沧市,耿马傣族佤族自治县,,,
,承德市,河北省,东侨经济技术开发区,福建省,宁德市,东侨经济技术开发区,,,
,唐山市,河北省,达尔罕茂明安联合旗,内蒙古自治区,包头市,达尔罕茂明安联合旗,,,
,秦皇岛市,河北省,保亭黎族苗族自治县,海南省,保亭黎族苗族自治县,保亭黎族苗族自治县,,,
,廊坊市,河北省,巴里坤哈萨克自治县,新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,,,
,保定市,河北省,高新技术产业开发区,吉林省,长春市,高新技术产业开发区,,,
,沧州市,河北省,长阳土家族自治县,湖北省,宜昌市,长阳土家族自治县,,,
,衡水市,河北省,玉龙纳西族自治县,云南省,丽江市,玉龙纳西族自治县,,,
,,,鲁甸县,云南省,昭通市,鲁甸县,,,,,,
,,,泸溪县,湖南省,湘西土家族苗族自治州,泸溪县,,,,,,
,,,泸西县,云南省,红河哈尼族彝族自治州,泸西县,,,,,,
,,,泸水县,云南省,怒江傈僳族自治州,泸水县,,,,,,
,,,泸定县,四川省,甘孜藏族自治州,泸定县,,,,,,
,,,炉霍县,四川省,甘孜藏族自治州,炉霍县,,,,,,
,,,庐阳区,安徽省,合肥市,庐阳区,,,,,,
,,,庐山区,江西省,九江市,庐山区,,,,,,
,,,庐江县,安徽省,合肥市,庐江县,,,,,,
,,,芦溪县,江西省,萍乡市,芦溪县,,,,,,
,,,芦淞区,湖南省,株洲市,芦淞区,,,,,,
,,,芦山县,四川省,雅安市,芦山县,,,,,,
,,,卢氏县,河南省,三门峡市,卢氏县,,,,,,
,,,卢龙县,河北省,秦皇岛市,卢龙县,,,,,,
,,,娄星区,湖南省,娄底市,娄星区,,,,,,
,,,娄烦县,山西省,太原市,娄烦县,,,,,,
,,,陇西县,甘肃省,定西市,陇西县,,,,,,
,,,陇川县,云南省,德宏傣族景颇族自治州,陇川县,,,,,,
,,,隆子县,西藏自治区,山南地区,隆子县,,,,,,
,,,隆尧县,河北省,邢台市,隆尧县,,,,,,
,,,隆阳区,云南省,保山市,隆阳区,,,,,,
,,,隆回县,湖南省,邵阳市,隆回县,,,,,,
,,,隆化县,河北省,承德市,隆化县,,,,,,
,,,隆德县,宁夏回族自治区,固原市,隆德县,,,,,,
,,,隆昌县,四川省,内江市,隆昌县,,,,,,
,,,隆安县,广西壮族自治区,南宁市,隆安县,,,,,,
,,,龙州县,广西壮族自治区,崇左市,龙州县,,,,,,
,,,龙游县,浙江省,衢州市,龙游县,,,,,,
,,,龙文区,福建省,漳州市,龙文区,,,,,,
,,,龙圩区,广西壮族自治区,梧州市,龙圩区,,,,,,
,,,龙湾区,浙江省,温州市,龙湾区,,,,,,
,,,龙亭区,河南省,开封市,龙亭区,,,,,,
,,,龙潭区,吉林省,吉林市,龙潭区,,,,,,
,,,龙山县,湖南省,湘西土家族苗族自治州,龙山县,,,,,,
,,,龙山区,吉林省,辽源市,龙山区,,,,,,
,,,龙沙区,黑龙江省,齐齐哈尔市,龙沙区,,,,,,
,,,龙泉市,浙江省,丽水市,龙泉市,,,,,,
,,,龙南县,江西省,赣州市,龙南县,,,,,,
,,,龙门县,广东省,惠州市,龙门县,,,,,,
,,,龙马潭,四川省,泸州市,龙马潭,,,,,,
,,,龙陵县,云南省,保山市,龙陵县,,,,,,
,,,龙里县,贵州省,黔南布依族苗族自治州,龙里县,,,,,,
,,,龙口市,山东省,烟台市,龙口市,,,,,,
,,,龙井市,吉林省,延边朝鲜族自治州,龙井市,,,,,,
,,,龙江县,黑龙江省,齐齐哈尔市,龙江县,,,,,,
,,,龙华区,海南省,海口市,龙华区,,,,,,
,,,龙湖区,广东省,汕头市,龙湖区,,,,,,
,,,龙海市,福建省,漳州市,龙海市,,,,,,
,,,龙港区,辽宁省,葫芦岛市,龙港区,,,,,,
,,,龙岗区,广东省,深圳市,龙岗区,,,,,,
,,,龙凤区,黑龙江省,大庆市,龙凤区,,,,,,
,,,龙川县,广东省,河源市,龙川县,,,,,,
,,,龙城区,辽宁省,朝阳市,龙城区,,,,,,
,,,龙安区,河南省,安阳市,龙安区,,,,,,
,,,六合区,江苏省,南京市,六合区,,,,,,
,,,柳南区,广西壮族自治区,柳州市,柳南区,,,,,,
,,,柳林县,山西省,吕梁市,柳林县,,,,,,
,,,柳江县,广西壮族自治区,柳州市,柳江县,,,,,,
,,,柳河县,吉林省,通化市,柳河县,,,,,,
,,,柳城县,广西壮族自治区,柳州市,柳城县,,,,,,
,,,柳北区,广西壮族自治区,柳州市,柳北区,,,,,,
,,,留坝县,陕西省,汉中市,留坝县,,,,,,
,,,浏阳市,湖南省,长沙市,浏阳市,,,,,,
,,,岭东区,黑龙江省,双鸭山市,岭东区,,,,,,
,,,零陵区,湖南省,永州市,零陵区,,,,,,
,,,陵川县,山西省,晋城市,陵川县,,,,,,
,,,凌云县,广西壮族自治区,百色市,凌云县,,,,,,
,,,凌源市,辽宁省,朝阳市,凌源市,,,,,,
,,,凌河区,辽宁省,锦州市,凌河区,,,,,,
,,,凌海市,辽宁省,锦州市,凌海市,,,,,,
,,,灵武市,宁夏回族自治区,银川市,灵武市,,,,,,
,,,灵台县,甘肃省,平凉市,灵台县,,,,,,
,,,灵寿县,河北省,石家庄市,灵寿县,,,,,,
,,,灵石县,山西省,晋中市,灵石县,,,,,,
,,,灵山县,广西壮族自治区,钦州市,灵山县,,,,,,
,,,灵丘县,山西省,大同市,灵丘县,,,,,,
,,,灵川县,广西壮族自治区,桂林市,灵川县,,,,,,
,,,灵璧县,安徽省,宿州市,灵璧县,,,,,,
,,,灵宝市,河南省,三门峡市,灵宝市,,,,,,
,,,麟游县,陕西省,宝鸡市,麟游县,,,,,,
,,,临淄区,山东省,淄博市,临淄区,,,,,,
,,,临漳县,河北省,邯郸市,临漳县,,,,,,
,,,临泽县,甘肃省,张掖市,临泽县,,,,,,
,,,临颍县,河南省,漯河市,临颍县,,,,,,
,,,临邑县,山东省,德州市,临邑县,,,,,,
,,,临猗县,山西省,运城市,临猗县,,,,,,
,,,临翔区,云南省,临沧市,临翔区,,,,,,
,,,临湘市,湖南省,岳阳市,临湘市,,,,,,
,,,临夏县,甘肃省,临夏回族自治州,临夏县,,,,,,
,,,临夏市,甘肃省,临夏回族自治州,临夏市,,,,,,
,,,临西县,河北省,邢台市,临西县,,,,,,
,,,临武县,湖南省,郴州市,临武县,,,,,,
,,,临渭区,陕西省,渭南市,临渭区,,,,,,
,,,临潼区,陕西省,西安市,临潼区,,,,,,
,,,临洮县,甘肃省,定西市,临洮县,,,,,,
,,,临潭县,甘肃省,甘南藏族自治州,临潭县,,,,,,
,,,临沭县,山东省,临沂市,临沭县,,,,,,
,,,临泉县,安徽省,阜阳市,临泉县,,,,,,
,,,临朐县,山东省,潍坊市,临朐县,,,,,,
,,,临清市,山东省,聊城市,临清市,,,,,,
,,,临澧县,湖南省,常德市,临澧县,,,,,,
,,,临江市,吉林省,白山市,临江市,,,,,,
,,,临河区,内蒙古自治区,巴彦淖尔市,临河区,,,,,,
,,,临海市,浙江省,台州市,临海市,,,,,,
,,,临桂县,广西壮族自治区,桂林市,临桂县,,,,,,
,,,临桂区,广西壮族自治区,桂林市,临桂区,,,,,,
,,,临高县,海南省,临高县,临高县,,,,,,
,,,临川区,江西省,抚州市,临川区,,,,,,
,,,临城县,河北省,邢台市,临城县,,,,,,
,,,临安市,浙江省,杭州市,临安市,,,,,,
,,,林周县,西藏自治区,拉萨市,林周县,,,,,,
,,,林州市,河南省,安阳市,林州市,,,,,,
,,,林芝县,西藏自治区,林芝地区,林芝县,,,,,,
,,,林西县,内蒙古自治区,赤峰市,林西县,,,,,,
,,,林口县,黑龙江省,牡丹江市,林口县,,,,,,
,,,林甸县,黑龙江省,大庆市,林甸县,,,,,,
,,,邻水县,四川省,广安市,邻水县,,,,,,
,,,烈山区,安徽省,淮北市,烈山区,,,,,,
,,,辽中县,辽宁省,沈阳市,辽中县,,,,,,
,,,辽阳县,辽宁省,辽阳市,辽阳县,,,,,,
,,,两当县,甘肃省,陇南市,两当县,,,,,,
,,,梁园区,河南省,商丘市,梁园区,,,,,,
,,,梁山县,山东省,济宁市,梁山县,,,,,,
,,,梁平县,重庆,重庆市,梁平县,,,,,,
,,,梁河县,云南省,德宏傣族景颇族自治州,梁河县,,,,,,
,,,凉州区,甘肃省,武威市,凉州区,,,,,,
,,,凉城县,内蒙古自治区,乌兰察布市,凉城县,,,,,,
,,,良庆区,广西壮族自治区,南宁市,良庆区,,,,,,
,,,廉江市,广东省,湛江市,廉江市,,,,,,
,,,涟源市,湖南省,娄底市,涟源市,,,,,,
,,,涟水县,江苏省,淮安市,涟水县,,,,,,
,,,莲花县,江西省,萍乡市,莲花县,,,,,,
,,,莲湖区,陕西省,西安市,莲湖区,,,,,,
,,,莲都区,浙江省,丽水市,莲都区,,,,,,
,,,连州市,广东省,清远市,连州市,,,,,,
,,,连云区,江苏省,连云港市,连云区,,,,,,
,,,连山区,辽宁省,葫芦岛市,连山区,,,,,,
,,,连平县,广东省,河源市,连平县,,,,,,
,,,连江县,福建省,福州市,连江县,,,,,,
,,,连城县,福建省,龙岩市,连城县,,,,,,
,,,溧阳市,江苏省,常州市,溧阳市,,,,,,
,,,溧水区,江苏省,南京市,溧水区,,,,,,
,,,荔湾区,广东省,广州市,荔湾区,,,,,,
,,,荔浦县,广西壮族自治区,桂林市,荔浦县,,,,,,
,,,荔城区,福建省,莆田市,荔城区,,,,,,
,,,荔波县,贵州省,黔南布依族苗族自治州,荔波县,,,,,,
,,,利州区,四川省,广元市,利州区,,,,,,
,,,利辛县,安徽省,亳州市,利辛县,,,,,,
,,,利通区,宁夏回族自治区,吴忠市,利通区,,,,,,
,,,利津县,山东省,东营市,利津县,,,,,,
,,,利川市,湖北省,恩施土家族苗族自治州,利川市,,,,,,
,,,立山区,辽宁省,鞍山市,立山区,,,,,,
,,,历下区,山东省,济南市,历下区,,,,,,
,,,历城区,山东省,济南市,历城区,,,,,,
,,,醴陵市,湖南省,株洲市,醴陵市,,,,,,
,,,鲤城区,福建省,泉州市,鲤城区,,,,,,
,,,理塘县,四川省,甘孜藏族自治州,理塘县,,,,,,
,,,李沧区,山东省,青岛市,李沧区,,,,,,
,,,礼泉县,陕西省,咸阳市,礼泉县,,,,,,
,,,黎平县,贵州省,黔东南苗族侗族自治州,黎平县,,,,,,
,,,黎川县,江西省,抚州市,黎川县,,,,,,
,,,黎城县,山西省,长治市,黎城县,,,,,,
,,,梨树县,吉林省,四平市,梨树县,,,,,,
,,,梨树区,黑龙江省,鸡西市,梨树区,,,,,,
,,,离石区,山西省,吕梁市,离石区,,,,,,
,,,耒阳市,湖南省,衡阳市,耒阳市,,,,,,
,,,雷州市,广东省,湛江市,雷州市,,,,,,
,,,雷山县,贵州省,黔东南苗族侗族自治州,雷山县,,,,,,
,,,雷波县,四川省,凉山彝族自治州,雷波县,,,,,,
,,,乐至县,四川省,资阳市,乐至县,,,,,,
,,,乐业县,广西壮族自治区,百色市,乐业县,,,,,,
,,,乐亭县,河北省,唐山市,乐亭县,,,,,,
,,,乐清市,浙江省,温州市,乐清市,,,,,,
,,,乐平市,江西省,景德镇市,乐平市,,,,,,
,,,乐陵市,山东省,德州市,乐陵市,,,,,,
,,,乐都区,青海省,海东地区,乐都区,,,,,,
,,,乐昌市,广东省,韶关市,乐昌市,,,,,,
,,,乐安县,江西省,抚州市,乐安县,,,,,,
,,,老城区,河南省,洛阳市,老城区,,,,,,
,,,老边区,辽宁省,营口市,老边区,,,,,,
,,,崂山区,山东省,青岛市,崂山区,,,,,,
,,,琅琊区,安徽省,滁州市,琅琊区,,,,,,
,,,阆中市,四川省,南充市,阆中县,,,,,,
,,,阆中县,四川省,南充市,阆中县,,,,,,
,,,郎溪县,安徽省,宣城市,郎溪县,,,,,,
,,,蓝田县,陕西省,西安市,蓝田县,,,,,,
,,,蓝山县,湖南省,永州市,蓝山县,,,,,,
,,,岚山区,山东省,日照市,岚山区,,,,,,
,,,岚皋县,陕西省,安康市,岚皋县,,,,,,
,,,兰溪市,浙江省,金华市,兰溪市,,,,,,
,,,兰西县,黑龙江省,绥化市,兰西县,,,,,,
,,,兰山区,山东省,临沂市,兰山区,,,,,,
,,,兰陵县,山东省,临沂市,兰陵县,,,,,,
,,,兰考县,河南省,开封市,兰考县,,,,,,
,,,涞源县,河北省,保定市,涞源县,,,,,,
,,,涞水县,河北省,保定市,涞水县,,,,,,
,,,莱州市,山东省,烟台市,莱州市,,,,,,
,,,莱阳市,山东省,烟台市,莱阳市,,,,,,
,,,莱西市,山东省,青岛市,莱西市,,,,,,
,,,莱山区,山东省,烟台市,莱山区,,,,,,
,,,莱城区,山东省,莱芜市,莱城区,,,,,,
,,,来凤县,湖北省,恩施土家族苗族自治州,来凤县,,,,,,
,,,来安县,安徽省,滁州市,来安县,,,,,,
,,,拉孜县,西藏自治区,日喀则市,拉孜县,,,,,,
,,,昆山市,江苏省,苏州市,昆山市,,,,,,
,,,奎文区,山东省,潍坊市,奎文区,,,,,,
,,,奎屯市,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,,,,,,
,,,宽城区,吉林省,长春市,宽城区,,,,,,
,,,库伦旗,内蒙古自治区,通辽市,库伦旗,,,,,,
,,,库车县,新疆维吾尔自治区,阿克苏地区,库车县,,,,,,
,,,崆峒区,甘肃省,平凉市,崆峒区,,,,,,
,,,垦利县,山东省,东营市,垦利县,,,,,,
,,,克山县,黑龙江省,齐齐哈尔市,克山县,,,,,,
,,,克东县,黑龙江省,齐齐哈尔市,克东县,,,,,,
,,,岢岚县,山西省,忻州市,岢岚县,,,,,,
,,,柯桥区,浙江省,绍兴市,柯桥区,,,,,,
,,,柯坪县,新疆维吾尔自治区,阿克苏地区,柯坪县,,,,,,
,,,柯城区,浙江省,衢州市,柯城区,,,,,,
,,,康平县,辽宁省,沈阳市,康平县,,,,,,
,,,康马县,西藏自治区,日喀则市,康马县,,,,,,
,,,康乐县,甘肃省,临夏回族自治州,康乐县,,,,,,
,,,康定县,四川省,甘孜藏族自治州,康定县,,,,,,
,,,康保县,河北省,张家口市,康保县,,,,,,
,,,凯里市,贵州省,黔东南苗族侗族自治州,凯里市,,,,,,
,,,开远市,云南省,红河哈尼族彝族自治州,开远市,,,,,,
,,,开原市,辽宁省,铁岭市,开原市,,,,,,
,,,开阳县,贵州省,贵阳市,开阳县,,,,,,
,,,开平市,广东省,江门市,开平市,,,,,,
,,,开平区,河北省,唐山市,开平区,,,,,,
,,,开鲁县,内蒙古自治区,通辽市,开鲁县,,,,,,
,,,开江县,四川省,达州市,开江县,,,,,,
,,,开化县,浙江省,衢州市,开化县,,,,,,
,,,开福区,湖南省,长沙市,开福区,,,,,,
,,,开封县,河南省,开封市,开封县,,,,,,
,,,喀什市,新疆维吾尔自治区,喀什地区,喀什市,,,,,,
,,,筠连县,四川省,宜宾市,筠连县,,,,,,
,,,君山区,湖南省,岳阳市,君山区,,,,,,
,,,鄄城县,山东省,菏泽市　　,鄄城县,,,,,,
,,,句容市,江苏省,镇江市,句容市,,,,,,
,,,巨野县,山东省,菏泽市　　,巨野县,,,,,,
,,,巨鹿县,河北省,邢台市,巨鹿县,,,,,,
,,,莒南县,山东省,临沂市,莒南县,,,,,,
,,,久治县,青海省,果洛藏族自治州,久治县,,,,,,
,,,九原区,内蒙古自治区,包头市,九原区,,,,,,
,,,九台市,吉林省,长春市,九台市,,,,,,
,,,九龙县,四川省,甘孜藏族自治州,九龙县,,,,,,
,,,九江县,江西省,九江市,九江县,,,,,,
,,,鸠江区,安徽省,芜湖市,鸠江区,,,,,,
,,,镜湖区,安徽省,芜湖市,镜湖区,,,,,,
,,,静宁县,甘肃省,平凉市,静宁县,,,,,,
,,,静乐县,山西省,忻州市,静乐县,,,,,,
,,,静海县,天津,天津市,静海县,,,,,,
,,,静安区,上海,上海市,静安区,,,,,,
,,,靖远县,甘肃省,白银市,靖远县,,,,,,
,,,靖宇县,吉林省,白山市,靖宇县,,,,,,
,,,靖西县,广西壮族自治区,百色市,靖西县,,,,,,
,,,靖江市,江苏省,泰州市,靖江市,,,,,,
,,,靖边县,陕西省,榆林市,靖边县,,,,,,
,,,靖安县,江西省,宜春市,靖安县,,,,,,
,,,景泰县,甘肃省,白银市,景泰县,,,,,,
,,,景洪市,云南省,西双版纳傣族自治州,景洪市,,,,,,
,,,井研县,四川省,乐山市,井研县,,,,,,
,,,井陉县,河北省,石家庄市,井陉县,,,,,,
,,,精河县,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,,,,,,
,,,旌阳区,四川省,德阳市,旌阳区,,,,,,
,,,旌德县,安徽省,宣城市,旌德县,,,,,,
,,,荆州区,湖北省,荆州市,荆州区,,,,,,
,,,泾源县,宁夏回族自治区,固原市,泾源县,,,,,,
,,,泾阳县,陕西省,咸阳市,泾阳县,,,,,,
,,,泾川县,甘肃省,平凉市,泾川县,,,,,,
,,,京山县,湖北省,荆门市,京山县,,,,,,
,,,京口区,江苏省,镇江市,京口区,,,,,,
,,,缙云县,浙江省,丽水市,缙云县,,,,,,
,,,晋州市,河北省,石家庄市,晋州市,,,,,,
,,,晋源区,山西省,太原市,晋源区,,,,,,
,,,晋宁县,云南省,昆明市,晋宁县,,,,,,
,,,晋江市,福建省,泉州市,晋江市,,,,,,
,,,晋安区,福建省,福州市,晋安区,,,,,,
,,,进贤县,江西省,南昌市,进贤县,,,,,,
,,,锦屏县,贵州省,黔东南苗族侗族自治州,锦屏县,,,,,,
,,,锦江区,四川省,成都市,锦江区,,,,,,
,,,津市市,湖南省,常德市,津市市,,,,,,
,,,津南区,天津,天津市,津南区,,,,,,
,,,金州区,辽宁省,大连市,金州区,,,,,,
,,,金寨县,安徽省,六安市,金寨县,,,,,,
,,,金阳县,四川省,凉山彝族自治州,金阳县,,,,,,
,,,金乡县,山东省,济宁市,金乡县,,,,,,
,,,金溪县,江西省,抚州市,金溪县,,,,,,
,,,金湾区,广东省,珠海市,金湾区,,,,,,
,,,金堂县,四川省,成都市,金堂县,,,,,,
,,,金坛市,江苏省,常州市,金坛市,,,,,,
,,,金台区,陕西省,宝鸡市,金台区,,,,,,
,,,金塔县,甘肃省,酒泉市,金塔县,,,,,,
,,,金水区,河南省,郑州市,金水区,,,,,,
,,,金山区,上海,上海市,金山区,,,,,,
,,,金平区,广东省,汕头市,金平区,,,,,,
,,,金牛区,四川省,成都市,金牛区,,,,,,
,,,金明区,河南省,开封市,金明区,,,,,,
,,,金门县,福建省,泉州市,金门县,,,,,,
,,,金湖县,江苏省,淮安市,金湖县,,,,,,
,,,金凤区,宁夏回族自治区,银川市,金凤区,,,,,,
,,,金东区,浙江省,金华市,金东区,,,,,,
,,,金川区,甘肃省,金昌市,金川区,,,,,,
,,,金川县,四川省,阿坝藏族羌族自治州,金川县,,,,,,
,,,金安区,安徽省,六安市,金安区,,,,,,
,,,界首市,安徽省,阜阳市,界首市,,,,,,
,,,介休市,山西省,晋中市,介休市,,,,,,
,,,解放区,河南省,焦作市,解放区,,,,,,
,,,揭西县,广东省,揭阳市,揭西县,,,,,,
,,,揭东县,广东省,揭阳市,揭东县,,,,,,
,,,蕉岭县,广东省,梅州市,蕉岭县,,,,,,
,,,蕉城区,福建省,宁德市,蕉城区,,,,,,
,,,蛟河市,吉林省,吉林市,蛟河市,,,,,,
,,,椒江区,浙江省,台州市,椒江区,,,,,,
,,,胶州市,山东省,青岛市,胶州市,,,,,,
,,,交口县,山西省,吕梁市,交口县,,,,,,
,,,交城县,山西省,吕梁市,交城县,,,,,,
,,,姜堰区,江苏省,泰州市,姜堰区,,,,,,
,,,将乐县,福建省,三明市,将乐县,,,,,,
,,,江孜县,西藏自治区,日喀则市,江孜县,,,,,,
,,,江州区,广西壮族自治区,崇左市,江州区,,,,,,
,,,江源区,吉林省,白山市,江源区,,,,,,
,,,江油市,四川省,绵阳市,江油市,,,,,,
,,,江永县,湖南省,永州市,江永县,,,,,,
,,,江阴市,江苏省,无锡市,江阴市,,,,,,
,,,江阳区,四川省,泸州市,江阳区,,,,,,
,,,江夏区,湖北省,武汉市,江夏区,,,,,,
,,,江山市,浙江省,衢州市,江山市,,,,,,
,,,江宁区,江苏省,南京市,江宁区,,,,,,
,,,江南区,广西壮族自治区,南宁市,江南区,,,,,,
,,,江陵县,湖北省,荆州市,江陵县,,,,,,
,,,江口县,贵州省,铜仁地区,江口县,,,,,,
,,,江津区,重庆,重庆市,江津区,,,,,,
,,,江汉区,湖北省,武汉市,江汉区,,,,,,
,,,江海区,广东省,江门市,江海区,,,,,,
,,,江干区,浙江省,杭州市,江干区,,,,,,
,,,江都区,江苏省,扬州市,江都区,,,,,,
,,,江东区,浙江省,宁波市,江东区,,,,,,
,,,江达县,西藏自治区,昌都地区,江达县,,,,,,
,,,江川县,云南省,玉溪市,江川县,,,,,,
,,,江城区,广东省,阳江市,江城区,,,,,,
,,,江北区,浙江省,宁波市,江北区,,,,,,
,,,江北区,重庆,重庆市,江北区,,,,,,
,,,江岸区,湖北省,武汉市,江岸区,,,,,,
,,,江安县,四川省,宜宾市,江安县,,,,,,
,,,涧西区,河南省,洛阳市,涧西区,,,,,,
,,,剑河县,贵州省,黔东南苗族侗族自治州,剑河县,,,,,,
,,,剑阁县,四川省,广元市,剑阁县,,,,,,
,,,剑川县,云南省,大理白族自治州,剑川县,,,,,,
,,,建邺区,江苏省,南京市,建邺区,,,,,,
,,,建阳区,福建省,南平市,建阳区,,,,,,
,,,建水县,云南省,红河哈尼族彝族自治州,建水县,,,,,,
,,,建始县,湖北省,恩施土家族苗族自治州,建始县,,,,,,
,,,建平县,辽宁省,朝阳市,建平县,,,,,,
,,,建瓯市,福建省,南平市,建瓯市,,,,,,
,,,建宁县,福建省,三明市,建宁县,,,,,,
,,,建华区,黑龙江省,齐齐哈尔市,建华区,,,,,,
,,,建湖县,江苏省,盐城市,建湖县,,,,,,
,,,建德市,浙江省,杭州市,建德市,,,,,,
,,,建昌县,辽宁省,葫芦岛市,建昌县,,,,,,
,,,简阳市,四川省,资阳市,简阳市,,,,,,
,,,犍为县,四川省,乐山市,犍为县,,,,,,
,,,监利县,湖北省,荆州市,监利县,,,,,,
,,,尖扎县,青海省,黄南藏族自治州,尖扎县,,,,,,
,,,尖山区,黑龙江省,双鸭山市,尖山区,,,,,,
,,,贾汪区,江苏省,徐州市,贾汪区,,,,,,
,,,夹江县,四川省,乐山市,夹江县,,,,,,
,,,嘉鱼县,湖北省,咸宁市,嘉鱼县,,,,,,
,,,嘉荫县,黑龙江省,伊春市,嘉荫县,,,,,,
,,,嘉祥县,山东省,济宁市,嘉祥县,,,,,,
,,,嘉善县,浙江省,嘉兴市,嘉善县,,,,,,
,,,嘉陵区,四川省,南充市,嘉陵区,,,,,,
,,,嘉黎县,西藏自治区,那曲地区,嘉黎县,,,,,,
,,,嘉禾县,湖南省,郴州市,嘉禾县,,,,,,
,,,嘉定区,上海,上海市,嘉定区,,,,,,
,,,加查县,西藏自治区,山南地区,加查县,,,,,,
,,,冀州市,河北省,衡水市,冀州市,,,,,,
,,,稷山县,山西省,运城市,稷山县,,,,,,
